;Project 1 - Qualification 1;Project 1 - Qualification 2;Project 1 - Qualification 3;Project 1 - Qualification 4;Project 1 - Qualification 5;Project 1 - Qualification 6;Project 1 - Qualification 7;Project 1 - Qualification 8;Project 1 - Qualification 9;Project 1 - Qualification 10;Project 2 - Qualification 1;Project 2 - Qualification 2;Project 2 - Qualification 3;Project 2 - Qualification 4;Project 2 - Qualification 5;Project 2 - Qualification 6;Project 2 - Qualification 7;Project 2 - Qualification 8;Project 2 - Qualification 9;Project 2 - Qualification 10;Project 3 - Qualification 1;Project 3 - Qualification 2;Project 3 - Qualification 3;Project 3 - Qualification 4;Project 3 - Qualification 5;Project 3 - Qualification 6;Project 3 - Qualification 7;Project 3 - Qualification 8;Project 3 - Qualification 9;Project 3 - Qualification 10;Project 4 - Qualification 1;Project 4 - Qualification 2;Project 4 - Qualification 3;Project 4 - Qualification 4;Project 4 - Qualification 5;Project 4 - Qualification 6;Project 4 - Qualification 7;Project 4 - Qualification 8;Project 4 - Qualification 9;Project 4 - Qualification 10;Project 5 - Qualification 1;Project 5 - Qualification 2;Project 5 - Qualification 3;Project 5 - Qualification 4;Project 5 - Qualification 5;Project 5 - Qualification 6;Project 5 - Qualification 7;Project 5 - Qualification 8;Project 5 - Qualification 9;Project 5 - Qualification 10;Project 6 - Qualification 1;Project 6 - Qualification 2;Project 6 - Qualification 3;Project 6 - Qualification 4;Project 6 - Qualification 5;Project 6 - Qualification 6;Project 6 - Qualification 7;Project 6 - Qualification 8;Project 6 - Qualification 9;Project 6 - Qualification 10;Project 7 - Qualification 1;Project 7 - Qualification 2;Project 7 - Qualification 3;Project 7 - Qualification 4;Project 7 - Qualification 5;Project 7 - Qualification 6;Project 7 - Qualification 7;Project 7 - Qualification 8;Project 7 - Qualification 9;Project 7 - Qualification 10;Project 8 - Qualification 1;Project 8 - Qualification 2;Project 8 - Qualification 3;Project 8 - Qualification 4;Project 8 - Qualification 5;Project 8 - Qualification 6;Project 8 - Qualification 7;Project 8 - Qualification 8;Project 8 - Qualification 9;Project 8 - Qualification 10;Project 9 - Qualification 1;Project 9 - Qualification 2;Project 9 - Qualification 3;Project 9 - Qualification 4;Project 9 - Qualification 5;Project 9 - Qualification 6;Project 9 - Qualification 7;Project 9 - Qualification 8;Project 9 - Qualification 9;Project 9 - Qualification 10;Project 10 - Qualification 1;Project 10 - Qualification 2;Project 10 - Qualification 3;Project 10 - Qualification 4;Project 10 - Qualification 5;Project 10 - Qualification 6;Project 10 - Qualification 7;Project 10 - Qualification 8;Project 10 - Qualification 9;Project 10 - Qualification 10;Project 11 - Qualification 1;Project 11 - Qualification 2;Project 11 - Qualification 3;Project 11 - Qualification 4;Project 11 - Qualification 5;Project 11 - Qualification 6;Project 11 - Qualification 7;Project 11 - Qualification 8;Project 11 - Qualification 9;Project 11 - Qualification 10;Project 12 - Qualification 1;Project 12 - Qualification 2;Project 12 - Qualification 3;Project 12 - Qualification 4;Project 12 - Qualification 5;Project 12 - Qualification 6;Project 12 - Qualification 7;Project 12 - Qualification 8;Project 12 - Qualification 9;Project 12 - Qualification 10;Project 13 - Qualification 1;Project 13 - Qualification 2;Project 13 - Qualification 3;Project 13 - Qualification 4;Project 13 - Qualification 5;Project 13 - Qualification 6;Project 13 - Qualification 7;Project 13 - Qualification 8;Project 13 - Qualification 9;Project 13 - Qualification 10;Project 14 - Qualification 1;Project 14 - Qualification 2;Project 14 - Qualification 3;Project 14 - Qualification 4;Project 14 - Qualification 5;Project 14 - Qualification 6;Project 14 - Qualification 7;Project 14 - Qualification 8;Project 14 - Qualification 9;Project 14 - Qualification 10;Project 15 - Qualification 1;Project 15 - Qualification 2;Project 15 - Qualification 3;Project 15 - Qualification 4;Project 15 - Qualification 5;Project 15 - Qualification 6;Project 15 - Qualification 7;Project 15 - Qualification 8;Project 15 - Qualification 9;Project 15 - Qualification 10;Project 16 - Qualification 1;Project 16 - Qualification 2;Project 16 - Qualification 3;Project 16 - Qualification 4;Project 16 - Qualification 5;Project 16 - Qualification 6;Project 16 - Qualification 7;Project 16 - Qualification 8;Project 16 - Qualification 9;Project 16 - Qualification 10;Project 17 - Qualification 1;Project 17 - Qualification 2;Project 17 - Qualification 3;Project 17 - Qualification 4;Project 17 - Qualification 5;Project 17 - Qualification 6;Project 17 - Qualification 7;Project 17 - Qualification 8;Project 17 - Qualification 9;Project 17 - Qualification 10;Project 18 - Qualification 1;Project 18 - Qualification 2;Project 18 - Qualification 3;Project 18 - Qualification 4;Project 18 - Qualification 5;Project 18 - Qualification 6;Project 18 - Qualification 7;Project 18 - Qualification 8;Project 18 - Qualification 9;Project 18 - Qualification 10;Project 19 - Qualification 1;Project 19 - Qualification 2;Project 19 - Qualification 3;Project 19 - Qualification 4;Project 19 - Qualification 5;Project 19 - Qualification 6;Project 19 - Qualification 7;Project 19 - Qualification 8;Project 19 - Qualification 9;Project 19 - Qualification 10;Project 20 - Qualification 1;Project 20 - Qualification 2;Project 20 - Qualification 3;Project 20 - Qualification 4;Project 20 - Qualification 5;Project 20 - Qualification 6;Project 20 - Qualification 7;Project 20 - Qualification 8;Project 20 - Qualification 9;Project 20 - Qualification 10;Project 21 - Qualification 1;Project 21 - Qualification 2;Project 21 - Qualification 3;Project 21 - Qualification 4;Project 21 - Qualification 5;Project 21 - Qualification 6;Project 21 - Qualification 7;Project 21 - Qualification 8;Project 21 - Qualification 9;Project 21 - Qualification 10;Project 22 - Qualification 1;Project 22 - Qualification 2;Project 22 - Qualification 3;Project 22 - Qualification 4;Project 22 - Qualification 5;Project 22 - Qualification 6;Project 22 - Qualification 7;Project 22 - Qualification 8;Project 22 - Qualification 9;Project 22 - Qualification 10;Project 23 - Qualification 1;Project 23 - Qualification 2;Project 23 - Qualification 3;Project 23 - Qualification 4;Project 23 - Qualification 5;Project 23 - Qualification 6;Project 23 - Qualification 7;Project 23 - Qualification 8;Project 23 - Qualification 9;Project 23 - Qualification 10;Project 24 - Qualification 1;Project 24 - Qualification 2;Project 24 - Qualification 3;Project 24 - Qualification 4;Project 24 - Qualification 5;Project 24 - Qualification 6;Project 24 - Qualification 7;Project 24 - Qualification 8;Project 24 - Qualification 9;Project 24 - Qualification 10;Project 25 - Qualification 1;Project 25 - Qualification 2;Project 25 - Qualification 3;Project 25 - Qualification 4;Project 25 - Qualification 5;Project 25 - Qualification 6;Project 25 - Qualification 7;Project 25 - Qualification 8;Project 25 - Qualification 9;Project 25 - Qualification 10;sum_column
Staff 5 - Horizon 20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;1.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
Staff 5 - Horizon 29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;1.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
